EmployeeID;Gender;Age;Education;EducationType;MaritalStatus;TotalCompanies;TotalExperience;DistanceToOffice;Department;Traveltype_last_year;BillingRate;MonthlyIncome;Years_at_Company;Years_InCurrentRole;LastSalaryHike;PotentialReview;PerformanceReview;SatisfactionScore;JobRole_SatisfactionScore;Overall_SatisfactionScore
AB0142;Male;29.0;Masters / PHD;Economics;Married;4.0;17.0;7.0;BusinessDevelopment;Conference;23.0;2584.0;9.0;9.0;17.0;Medium;Met Expectations;Passive;Passive;Passive
AB0143;Female;44.0;Graduation;Bio-technology;Married;3.0;21.0;2.0;BusinessDevelopment;Conference;139.0;6534.0;8.0;;16.0;High;Met Expectations;Promoter;Detractor;Promoter
AB0144;Female;48.0;Masters / PHD;Bio-technology;Married;3.0;36.0;19.0;BusinessDevelopment;Conference;198.0;15085.3;26.0;8.0;16.0;High;Met Expectations;Detractor;Passive;Passive
AB0145;Male;33.0;Masters / PHD;Bio-technology;Single;1.0;22.0;5.0;ClientSolutions;Conference;194.0;8891.0;21.0;8.0;16.0;High;Met Expectations;Passive;Passive;Promoter
AB0146;Male;29.0;Graduation;Phycology / Behavior Sciences;Divorced;1.0;4.0;10.0;ClientSolutions;Conference;97.0;4321.0;;3.0;20.0;High;Exceed Expectations;Passive;Promoter;Detractor
AB0147;Male;25.0;Graduation;Economics;Married;1.0;14.0;2.0;ClientSolutions;Conference;35.0;4578.0;14.0;13.0;20.0;Medium;Met Expectations;Passive;Promoter;Detractor
AB0148;Female;30.0;Graduation;Marketing / Finance;Married;7.0;20.0;8.0;ClientSolutions;Conference;135.0;5262.0;1.0;0.0;17.0;Low;Met Expectations;Detractor;Passive;Detractor
AB0149;Female;37.0;Masters / PHD;Marketing / Finance;Divorced;9.0;9.0;1.0;ClientSolutions;Conference;215.0;2478.0;4.0;3.0;16.0;High;Met Expectations;Passive;Passive;Passive
AB0150;Female;21.0;Graduation;Marketing / Finance;Single;1.0;3.0;1.0;ClientSolutions;Conference;32.0;7162.36922;3.0;3.0;19.0;Low;Met Expectations;Promoter;Passive;Promoter
AB0151;Male;32.0;Graduation;Economics;Married;3.0;27.0;8.0;ClientSolutions;No;13.0;15085.3;8.0;;16.0;High;Met Expectations;Promoter;Promoter;Passive
AB0152;Male;30.0;Graduation;Marketing / Finance;Divorced;5.0;22.0;10.0;ClientSolutions;LongTermProject;61.0;13364.0;1.0;0.0;14.0;High;Met Expectations;Detractor;Passive;Passive
AB0153;Female;30.0;Graduation;Economics;Married;4.0;7.0;4.0;ClientSolutions;Conference;16.0;3360.0;;0.0;15.0;Very High;Met Expectations;Passive;Promoter;Passive
AB0154;Male;40.0;Graduation;Marketing / Finance;Divorced;10.0;36.0;1.0;ClientSolutions;Conference;134.0;15085.3;7.0;5.0;22.0;High;Exceed Expectations;Promoter;Promoter;Passive
AB0155;Female;30.0;Graduation;Economics;Married;4.0;25.0;18.0;ClientSolutions;Conference;101.0;13228.0;13.0;10.0;18.0;Medium;Met Expectations;Detractor;Passive;Passive
AB0156;Male;40.0;Graduation;Phycology / Behavior Sciences;Single;10.0;34.0;7.0;ClientSolutions;Conference;153.0;12029.0;7.0;3.0;23.0;Medium;Exceed Expectations;Passive;Passive;Passive
AB0157;Female;48.0;Masters / PHD;Bio-technology;Married;3.0;18.0;1.0;BusinessDevelopment;Conference;23.0;4468.0;12.0;9.0;16.0;High;Met Expectations;Passive;Promoter;Detractor
AB0158;Male;31.0;Masters / PHD;Bio-technology;Single;1.0;13.0;9.0;BusinessDevelopment;Conference;33.0;6038.0;13.0;5.0;16.0;High;Met Expectations;Passive;Passive;Passive
AB0159;Male;26.0;Graduation;Marketing / Finance;Divorced;1.0;1.0;1.0;ClientSolutions;No;156.0;2342.35;1.0;;15.0;Medium;Met Expectations;Passive;Passive;Passive
AB0160;Female;28.0;Graduation;Economics;Married;7.0;9.0;1.0;ClientSolutions;Conference;49.0;3640.0;;5.0;18.0;Medium;Met Expectations;Promoter;Passive;Detractor
AB0161;Female;44.0;Masters / PHD;Bio-technology;Single;4.0;29.0;2.0;BusinessDevelopment;Conference;106.0;15085.3;3.0;3.0;15.0;High;Met Expectations;Passive;Detractor;Promoter
AB0162;Male;22.0;Graduation;Marketing / Finance;Single;9.0;10.0;2.0;ClientSolutions;LongTermProject;34.0;2838.0;0.0;0.0;14.0;Medium;Met Expectations;Passive;Detractor;Passive
AB0163;Female;18.0;Under Graduation;Economics;Married;1.0;10.0;18.0;Support;Conference;147.0;3255.0;10.0;9.0;22.0;High;Exceed Expectations;Detractor;Passive;Promoter
AB0164;Male;16.0;Under Graduation;Bio-technology;Single;1.0;4.0;20.0;BusinessDevelopment;Conference;146.0;3807.0;4.0;3.0;14.0;High;Met Expectations;Promoter;Passive;Passive
AB0165;Male;44.0;Masters / PHD;Bio-technology;Single;5.0;18.0;5.0;BusinessDevelopment;ClientEngagement;182.0;7162.36922;12.0;8.0;21.0;High;Exceed Expectations;Detractor;Promoter;Passive
AB0166;Female;24.0;Graduation;Bio-technology;Single;1.0;3.0;10.0;BusinessDevelopment;Conference;52.0;3056.0;3.0;3.0;16.0;Low;Met Expectations;Passive;Passive;Promoter
AB0167;Male;24.0;Graduation;Economics;Single;10.0;13.0;1.0;ClientSolutions;LongTermProject;56.0;6921.0;;;15.0;Very High;Met Expectations;Promoter;Passive;Promoter
AB0168;Male;32.0;Under Graduation;Economics;Married;4.0;33.0;1.0;ClientSolutions;No;135.0;11792.0;30.0;20.0;22.0;Medium;Exceed Expectations;Passive;Passive;Promoter
AB0169;Male;30.0;Graduation;Marketing / Finance;Single;1.0;13.0;18.0;BusinessDevelopment;No;149.0;8395.0;13.0;0.0;16.0;High;Met Expectations;Detractor;Passive;Promoter
AB0170;Male;48.0;Masters / PHD;Marketing / Finance;Married;3.0;21.0;20.0;Support;Conference;60.0;11767.0;12.0;9.0;17.0;High;Met Expectations;Passive;Passive;Passive
AB0171;Female;22.0;Under Graduation;Economics;Married;1.0;5.0;1.0;ClientSolutions;LongTermProject;93.0;4574.0;5.0;4.0;15.0;High;Met Expectations;Passive;Detractor;Passive
AB0172;Male;26.0;Under Graduation;Economics;Married;9.0;10.0;4.0;ClientSolutions;Conference;156.0;3314.0;8.0;5.0;17.0;High;Met Expectations;Passive;Passive;Promoter
AB0173;Male;37.0;Masters / PHD;Economics;Single;3.0;18.0;7.0;ClientSolutions;Conference;74.0;7024.0;0.0;0.0;18.0;High;Met Expectations;Promoter;Passive;Detractor
AB0174;Female;36.0;Graduation;Economics;Divorced;5.0;10.0;1.0;Support;Conference;64.0;3531.0;;3.0;19.0;High;Met Expectations;Passive;Promoter;Detractor
AB0175;Female;;Masters / PHD;Marketing / Finance;Married;1.0;10.0;2.0;ClientSolutions;Conference;75.0;7392.0;10.0;;15.0;High;Met Expectations;Passive;Detractor;Passive
AB0176;Female;24.0;Graduation;Marketing / Finance;Divorced;1.0;14.0;5.0;BusinessDevelopment;Conference;158.0;5734.0;14.0;10.0;15.0;Medium;Met Expectations;Passive;Passive;Passive
AB0177;Female;25.0;Graduation;Economics;Single;3.0;14.0;2.0;ClientSolutions;Conference;38.0;6699.0;7.0;5.0;20.0;Low;Exceed Expectations;Passive;Promoter;Passive
AB0178;Male;42.0;Masters / PHD;Economics;Divorced;3.0;13.0;1.0;ClientSolutions;Conference;26.0;5542.0;3.0;0.0;17.0;Very High;Met Expectations;Passive;Detractor;Promoter
AB0179;Male;18.0;Under Graduation;Marketing / Finance;Married;1.0;3.0;7.0;ClientSolutions;Conference;139.0;3197.0;3.0;3.0;14.0;Medium;Met Expectations;Promoter;Promoter;Passive
AB0180;Male;21.0;Under Graduation;Economics;Married;1.0;13.0;16.0;ClientSolutions;Conference;86.0;3167.0;13.0;0.0;15.0;High;Met Expectations;Passive;Promoter;Passive
AB0181;Male;20.0;Graduation;Marketing / Finance;Married;1.0;8.0;24.0;ClientSolutions;Conference;84.0;3017.0;;7.0;14.0;Medium;Met Expectations;Passive;Promoter;Passive
AB0182;Female;22.0;Graduation;Economics;Single;1.0;7.0;9.0;ClientSolutions;Conference;133.0;3657.0;7.0;4.0;21.0;High;Exceed Expectations;Promoter;Promoter;Promoter
AB0183;Male;20.0;Under Graduation;Economics;Divorced;1.0;8.0;2.0;ClientSolutions;LongTermProject;108.0;9720.0;8.0;;20.0;High;Met Expectations;Detractor;Promoter;Promoter
AB0184;Male;25.0;Under Graduation;Economics;Married;1.0;1.0;7.0;BusinessDevelopment;Conference;72.0;2666.0;1.0;0.0;16.0;Very High;Met Expectations;Promoter;Passive;Detractor
AB0185;Female;30.0;Graduation;Marketing / Finance;Single;5.0;10.0;12.0;ClientSolutions;Conference;177.0;4006.0;4.0;3.0;19.0;High;Met Expectations;Detractor;Passive;Passive
AB0186;Male;32.0;Graduation;Bio-technology;Divorced;1.0;12.0;23.0;ClientSolutions;Conference;154.0;3667.0;12.0;10.0;18.0;High;Met Expectations;Detractor;Promoter;Detractor
AB0187;Female;30.0;Graduation;Bio-technology;Married;5.0;22.0;5.0;BusinessDevelopment;ClientEngagement;74.0;5111.0;20.0;9.0;18.0;Very High;Met Expectations;Detractor;Detractor;Promoter
AB0188;Male;32.0;Graduation;Marketing / Finance;Married;3.0;14.0;6.0;BusinessDevelopment;Conference;177.0;9046.0;;8.0;14.0;Very High;Met Expectations;Promoter;Passive;Promoter
AB0189;Female;27.0;Graduation;Bio-technology;Divorced;1.0;4.0;7.0;BusinessDevelopment;ClientEngagement;35.0;2608.0;3.0;3.0;18.0;Low;Met Expectations;Promoter;Passive;Promoter
AB0190;Female;16.0;Graduation;Economics;Single;1.0;1.0;1.0;ClientSolutions;Conference;116.0;3139.0;1.0;0.0;16.0;Medium;Met Expectations;Promoter;Passive;Promoter
AB0191;Female;20.0;Under Graduation;Phycology / Behavior Sciences;Divorced;1.0;12.0;15.0;ClientSolutions;LongTermProject;37.0;8298.0;10.0;;15.0;High;Met Expectations;Passive;Promoter;Detractor
AB0192;Male;43.0;Masters / PHD;Economics;Married;5.0;12.0;7.0;ClientSolutions;LongTermProject;180.0;7074.0;4.0;3.0;18.0;Very High;Met Expectations;Detractor;Passive;Promoter
AB0193;Male;16.0;Graduation;Economics;Single;1.0;1.0;8.0;ClientSolutions;Conference;77.0;2828.0;1.0;1.0;24.0;High;Exceed Expectations;Passive;Detractor;Passive
AB0194;Female;28.0;Graduation;Bio-technology;Married;1.0;3.0;15.0;ClientSolutions;Conference;160.0;2864.0;1.0;0.0;18.0;Very High;Exceed Expectations;Passive;Passive;Promoter
AB0195;Female;22.0;Under Graduation;Bio-technology;Single;3.0;12.0;26.0;ClientSolutions;LongTermProject;18.0;5766.0;;5.0;20.0;Medium;Exceed Expectations;Promoter;Promoter;Promoter
AB0196;Male;22.0;Under Graduation;Economics;Single;5.0;13.0;2.0;BusinessDevelopment;Conference;90.0;7236.0;8.0;7.0;16.0;High;Met Expectations;Passive;Promoter;Passive
AB0197;Female;23.0;Graduation;Marketing / Finance;Divorced;7.0;8.0;10.0;ClientSolutions;Conference;121.0;2637.0;3.0;3.0;19.0;Low;Met Expectations;Passive;Passive;Passive
AB0198;Male;32.0;Graduation;Bio-technology;Divorced;3.0;10.0;23.0;BusinessDevelopment;Conference;68.0;7015.0;8.0;5.0;15.0;Medium;Met Expectations;Passive;Passive;Detractor
AB0199;Female;24.0;Graduation;Bio-technology;Divorced;7.0;9.0;14.0;BusinessDevelopment;ClientEngagement;14.0;6342.0;7.0;;14.0;High;Met Expectations;Detractor;Passive;Detractor
AB0200;Female;47.0;Masters / PHD;Phycology / Behavior Sciences;Married;4.0;35.0;16.0;ClientSolutions;Conference;45.0;15085.3;5.0;3.0;18.0;High;Met Expectations;Detractor;Detractor;Passive
AB0201;Male;27.0;Graduation;Bio-technology;Divorced;7.0;14.0;4.0;ClientSolutions;No;94.0;3378.0;12.0;10.0;17.0;High;Met Expectations;Promoter;Passive;Promoter
AB0202;Male;29.0;Masters / PHD;Marketing / Finance;Married;1.0;8.0;1.0;ClientSolutions;No;147.0;4789.0;;5.0;15.0;Low;Met Expectations;Passive;Passive;Promoter
AB0203;Male;25.0;Graduation;Marketing / Finance;Single;1.0;13.0;5.0;ClientSolutions;No;84.0;10904.0;12.0;5.0;20.0;High;Met Expectations;Passive;Promoter;Passive
AB0204;Female;47.0;Masters / PHD;Bio-technology;Single;4.0;10.0;7.0;BusinessDevelopment;Conference;197.0;4966.0;7.0;1.0;15.0;High;Met Expectations;Promoter;Promoter;Passive
AB0205;Male;37.0;Graduation;Bio-technology;Divorced;5.0;23.0;9.0;BusinessDevelopment;Conference;113.0;11806.0;7.0;5.0;15.0;High;Met Expectations;Promoter;Detractor;Passive
AB0206;Female;23.0;Under Graduation;Economics;Single;4.0;7.0;14.0;ClientSolutions;Conference;50.0;3812.0;4.0;3.0;19.0;High;Met Expectations;Passive;Promoter;Detractor
AB0207;Female;16.0;Under Graduation;Marketing / Finance;Single;1.0;1.0;3.0;ClientSolutions;Conference;84.0;2342.35;1.0;;16.0;High;Met Expectations;Passive;Passive;Promoter
AB0208;Male;21.0;Under Graduation;Economics;Single;1.0;16.0;1.0;ClientSolutions;No;90.0;9305.0;14.0;10.0;22.0;Medium;Exceed Expectations;Passive;Passive;Promoter
AB0209;Male;23.0;Graduation;Economics;Married;1.0;3.0;2.0;ClientSolutions;LongTermProject;23.0;4266.0;;0.0;15.0;Medium;Met Expectations;Promoter;Promoter;Passive
AB0210;Male;22.0;Graduation;Economics;Divorced;1.0;5.0;14.0;ClientSolutions;Conference;106.0;2451.0;5.0;3.0;18.0;High;Met Expectations;Detractor;Passive;Promoter
AB0211;Male;21.0;Graduation;Bio-technology;Married;5.0;9.0;1.0;ClientSolutions;Conference;115.0;3569.0;4.0;3.0;14.0;High;Met Expectations;Detractor;Promoter;Passive
AB0212;Male;37.0;Graduation;Marketing / Finance;Single;1.0;12.0;8.0;BusinessDevelopment;Conference;79.0;10557.0;12.0;10.0;18.0;Medium;Met Expectations;Passive;Promoter;Promoter
AB0213;Male;38.0;Graduation;Economics;Divorced;5.0;17.0;2.0;BusinessDevelopment;Conference;155.0;11376.0;13.0;8.0;15.0;High;Met Expectations;Passive;Promoter;Passive
AB0214;Female;35.0;Graduation;Economics;Married;10.0;23.0;20.0;ClientSolutions;LongTermProject;84.0;11871.0;10.0;9.0;14.0;High;Met Expectations;Passive;Detractor;Passive
AB0215;Female;36.0;Graduation;Marketing / Finance;Divorced;1.0;30.0;8.0;ClientSolutions;Conference;159.0;15085.3;29.0;;16.0;High;Met Expectations;Passive;Promoter;Promoter
AB0216;Female;43.0;Graduation;Economics;Married;4.0;12.0;7.0;ClientSolutions;Conference;18.0;3205.0;;4.0;14.0;High;Met Expectations;Detractor;Passive;Passive
AB0217;Male;30.0;Graduation;Economics;Married;4.0;17.0;2.0;BusinessDevelopment;No;158.0;5778.0;10.0;9.0;19.0;Medium;Met Expectations;Promoter;Promoter;Promoter
AB0218;Male;48.0;Masters / PHD;Marketing / Finance;Married;3.0;13.0;7.0;ClientSolutions;Conference;175.0;6744.0;1.0;0.0;18.0;Medium;Exceed Expectations;Passive;Passive;Passive
AB0219;Female;21.0;Graduation;Economics;Married;5.0;7.0;1.0;ClientSolutions;Conference;84.0;5394.0;5.0;3.0;15.0;High;Met Expectations;Detractor;Passive;Promoter
AB0220;Male;26.0;Graduation;Economics;Married;1.0;17.0;7.0;BusinessDevelopment;Conference;110.0;6035.0;17.0;10.0;16.0;Medium;Exceed Expectations;Promoter;Passive;Passive
AB0221;Female;28.0;Masters / PHD;Marketing / Finance;Married;10.0;12.0;7.0;ClientSolutions;Conference;162.0;3290.0;7.0;4.0;18.0;High;Met Expectations;Promoter;Passive;Passive
AB0222;Male;25.0;Graduation;Economics;Married;8.0;9.0;2.0;ClientSolutions;LongTermProject;63.0;4108.0;3.0;3.0;16.0;Very High;Met Expectations;Passive;Promoter;Passive
AB0223;Female;41.0;Graduation;Economics;Married;4.0;36.0;1.0;ClientSolutions;LongTermProject;135.0;15085.3;;;20.0;High;Exceed Expectations;Detractor;Passive;Detractor
AB0224;Female;25.0;Graduation;Economics;Married;5.0;9.0;16.0;ClientSolutions;Conference;17.0;2369.0;7.0;3.0;14.0;High;Met Expectations;Detractor;Passive;Passive
AB0225;Female;24.0;Under Graduation;Economics;Married;1.0;8.0;7.0;BusinessDevelopment;Conference;152.0;6286.0;8.0;7.0;20.0;High;Exceed Expectations;Passive;Passive;Detractor
AB0226;Female;27.0;Graduation;Marketing / Finance;Married;1.0;13.0;18.0;BusinessDevelopment;ClientEngagement;139.0;5001.0;13.0;9.0;15.0;High;Met Expectations;Passive;Passive;Detractor
AB0227;Male;30.0;Graduation;Economics;Married;1.0;10.0;22.0;ClientSolutions;Conference;35.0;3935.0;10.0;9.0;15.0;Very High;Inconsistent;Passive;Detractor;Detractor
AB0228;Male;29.0;Under Graduation;Economics;Married;1.0;27.0;2.0;ClientSolutions;No;54.0;15085.3;26.0;10.0;16.0;High;Met Expectations;Promoter;Passive;Promoter
AB0229;Male;27.0;Masters / PHD;Marketing / Finance;Single;1.0;7.0;1.0;ClientSolutions;LongTermProject;119.0;7162.36922;5.0;3.0;14.0;High;Met Expectations;Promoter;Passive;Passive
AB0230;Female;25.0;Graduation;Economics;Married;3.0;16.0;4.0;BusinessDevelopment;Conference;162.0;7162.36922;;12.0;15.0;High;Inconsistent;Passive;Promoter;Passive
AB0231;Female;32.0;Masters / PHD;Bio-technology;Married;1.0;3.0;7.0;Support;Conference;166.0;3036.0;3.0;;17.0;High;Met Expectations;Detractor;Passive;Promoter
AB0232;Male;41.0;Graduation;Economics;Divorced;4.0;29.0;25.0;ClientSolutions;Conference;114.0;15085.3;16.0;14.0;19.0;High;Met Expectations;Promoter;Passive;Promoter
AB0233;Male;41.0;Graduation;Economics;Married;5.0;10.0;9.0;ClientSolutions;Conference;97.0;2640.0;1.0;0.0;19.0;High;Met Expectations;Detractor;Promoter;Passive
AB0234;Male;30.0;Masters / PHD;Economics;Married;1.0;13.0;25.0;ClientSolutions;LongTermProject;65.0;5843.0;13.0;10.0;17.0;High;Met Expectations;Detractor;Promoter;Promoter
AB0235;Male;42.0;Masters / PHD;Phycology / Behavior Sciences;Single;1.0;26.0;26.6;ClientSolutions;Conference;30.0;7162.36922;26.0;14.0;24.0;High;Exceed Expectations;Passive;Promoter;Passive
AB0236;Female;30.0;Masters / PHD;Marketing / Finance;Single;10.0;13.0;7.0;ClientSolutions;No;166.0;4439.0;10.0;9.0;15.0;High;Exceed Expectations;Promoter;Passive;Passive
AB0237;Female;29.0;Graduation;Marketing / Finance;Married;5.0;22.0;24.0;ClientSolutions;LongTermProject;105.0;2849.0;;3.0;18.0;Very High;Met Expectations;Passive;Promoter;Passive
AB0238;Female;30.0;Masters / PHD;Economics;Single;1.0;8.0;26.6;ClientSolutions;Conference;40.0;3140.0;8.0;3.0;16.0;Medium;Met Expectations;Passive;Passive;Passive
AB0239;Male;41.0;Masters / PHD;Phycology / Behavior Sciences;Divorced;5.0;27.0;6.0;ClientSolutions;Conference;117.0;15085.3;1.0;;16.0;Medium;Met Expectations;Passive;Promoter;Passive
AB0240;Male;25.0;Graduation;Marketing / Finance;Single;1.0;1.0;8.0;BusinessDevelopment;Conference;115.0;2342.35;1.0;0.0;16.0;High;Met Expectations;Passive;Promoter;Passive
AB0241;Female;24.0;Under Graduation;Bio-technology;Divorced;1.0;7.0;26.6;ClientSolutions;No;109.0;2342.35;7.0;5.0;20.0;Medium;Exceed Expectations;Detractor;Passive;Passive
AB0242;Male;48.0;Masters / PHD;Marketing / Finance;Single;1.0;36.0;20.0;ClientSolutions;LongTermProject;48.0;15085.3;42.0;8.0;16.0;Low;Met Expectations;Passive;Promoter;Promoter
AB0243;Male;36.0;Masters / PHD;Economics;Single;4.0;10.0;6.0;ClientSolutions;Conference;17.0;3360.0;7.0;5.0;20.0;High;Exceed Expectations;Passive;Passive;Detractor
AB0244;Female;21.0;Graduation;Economics;Married;1.0;1.0;2.0;ClientSolutions;Conference;57.0;2342.35;;0.0;21.0;High;Exceed Expectations;Detractor;Promoter;Detractor
AB0245;Female;23.0;Graduation;Economics;Married;1.0;1.0;1.0;ClientSolutions;Conference;96.0;2573.0;1.0;0.0;14.0;Medium;Met Expectations;Passive;Detractor;Promoter
AB0246;Male;45.0;Masters / PHD;Economics;Married;10.0;7.0;9.0;ClientSolutions;No;165.0;5370.0;4.0;3.0;16.0;Medium;Met Expectations;Promoter;Promoter;Promoter
AB0247;Male;21.0;Graduation;Bio-technology;Single;1.0;8.0;5.0;BusinessDevelopment;Conference;29.0;6319.0;8.0;;14.0;Medium;Met Expectations;Passive;Passive;Detractor
AB0248;Male;18.0;Under Graduation;Marketing / Finance;Single;9.0;8.0;2.0;ClientSolutions;Conference;20.0;3782.0;5.0;4.0;16.0;Very High;Met Expectations;Detractor;Detractor;Passive
AB0249;Male;29.0;Graduation;Economics;Married;1.0;23.0;1.0;BusinessDevelopment;Conference;110.0;6819.0;23.0;18.0;16.0;High;Met Expectations;Detractor;Promoter;Promoter
AB0250;Male;25.0;Masters / PHD;Marketing / Finance;Married;1.0;4.0;18.0;ClientSolutions;Conference;59.0;2558.0;4.0;3.0;17.0;Low;Met Expectations;Promoter;Passive;Passive
AB0251;Male;29.0;Under Graduation;Bio-technology;Divorced;1.0;5.0;2.0;Support;Conference;59.0;2986.0;;3.0;14.0;Medium;Met Expectations;Passive;Passive;Passive
AB0252;Male;37.0;Masters / PHD;Economics;Married;4.0;10.0;22.0;BusinessDevelopment;Conference;225.0;6730.0;7.0;5.0;15.0;Medium;Met Expectations;Detractor;Promoter;Promoter
AB0253;Male;36.0;Graduation;Economics;Married;4.0;31.0;26.6;ClientSolutions;Conference;16.0;15085.3;26.0;8.0;16.0;High;Met Expectations;Promoter;Detractor;Passive
AB0254;Male;16.0;Under Graduation;Bio-technology;Single;1.0;1.0;20.0;BusinessDevelopment;Conference;57.0;2342.35;0.0;0.0;20.0;High;Inconsistent;Promoter;Passive;Promoter
AB0255;Female;18.0;Under Graduation;Marketing / Finance;Divorced;1.0;7.0;1.0;ClientSolutions;LongTermProject;100.0;2342.35;7.0;;16.0;Medium;Met Expectations;Detractor;Passive;Passive
AB0256;Female;27.0;Graduation;Economics;Single;3.0;14.0;17.0;BusinessDevelopment;Conference;26.0;9403.0;0.0;0.0;20.0;High;Exceed Expectations;Detractor;Detractor;Passive
AB0257;Male;43.0;Masters / PHD;Marketing / Finance;Single;1.0;8.0;22.0;BusinessDevelopment;Conference;118.0;2418.0;8.0;4.0;18.0;High;Met Expectations;Passive;Passive;Detractor
AB0258;Male;27.0;Graduation;Marketing / Finance;Single;5.0;9.0;2.0;ClientSolutions;Conference;112.0;2767.0;;1.0;14.0;High;Met Expectations;Promoter;Promoter;Promoter
AB0259;Male;16.0;Graduation;Economics;Single;1.0;3.0;3.0;ClientSolutions;Conference;98.0;3354.0;3.0;3.0;15.0;Medium;Exceed Expectations;Detractor;Passive;Detractor
AB0260;Female;27.0;Masters / PHD;Bio-technology;Married;1.0;10.0;1.0;BusinessDevelopment;Conference;114.0;5264.0;10.0;9.0;20.0;High;Exceed Expectations;Passive;Passive;Detractor
AB0261;Male;28.0;Graduation;Economics;Married;5.0;18.0;11.0;Support;MonthlyTravel;79.0;4948.0;13.0;12.0;14.0;Medium;Met Expectations;Passive;Passive;Promoter
AB0262;Female;28.0;Graduation;Bio-technology;Married;1.0;6.0;20.0;BusinessDevelopment;Conference;85.0;7378.0;10.0;9.0;21.0;Medium;Exceed Expectations;Promoter;Passive;Promoter
AB0263;Male;45.0;Graduation;Bio-technology;Divorced;7.0;10.0;21.0;ClientSolutions;Conference;175.0;3905.0;5.0;;15.0;Medium;Met Expectations;Detractor;Passive;Promoter
AB0264;Male;22.0;Under Graduation;Bio-technology;Single;5.0;12.0;2.0;ClientSolutions;Conference;14.0;2417.0;8.0;3.0;16.0;Medium;Met Expectations;Promoter;Detractor;Promoter
